"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"M13.14"	"M13.14 Monoarthritis, not elsewhere classified (Hand)"	6506	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.15"	"M13.15 Monoarthritis, not elsewhere classified (Pelvic region and thigh)"	6507	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.16"	"M13.16 Monoarthritis, not elsewhere classified (Lower leg)"	6508	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.17"	"M13.17 Monoarthritis, not elsewhere classified (Ankle and foot)"	6509	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.18"	"M13.18 Monoarthritis, not elsewhere classified (Other)"	6510	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.19"	"M13.19 Monoarthritis, not elsewhere classified (Site unspecified)"	6511	6501	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.8"	"M13.8 Other specified arthritis"	6512	6489	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.80"	"M13.80 Other specified arthritis (Multiple sites)"	6513	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.81"	"M13.81 Other specified arthritis (Shoulder region)"	6514	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.82"	"M13.82 Other specified arthritis (Upper arm)"	6515	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.83"	"M13.83 Other specified arthritis (Forearm)"	6516	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.84"	"M13.84 Other specified arthritis (Hand)"	6517	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.85"	"M13.85 Other specified arthritis (Pelvic region and thigh)"	6518	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.86"	"M13.86 Other specified arthritis (Lower leg)"	6519	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.87"	"M13.87 Other specified arthritis (Ankle and foot)"	6520	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.88"	"M13.88 Other specified arthritis (Other)"	6521	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M13.89"	"M13.89 Other specified arthritis (Site unspecified)"	6522	6512	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"0"
"M17"	"M17 Gonarthrosis [arthrosis of knee]"	6563	153	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.0"	"M17.0 Primary gonarthrosis, bilateral"	6564	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.1"	"M17.1 Other primary gonarthrosis"	6565	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.2"	"M17.2 Posttraumatic gonarthrosis, bilateral"	6566	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.3"	"M17.3 Other posttraumatic gonarthrosis"	6567	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.4"	"M17.4 Other secondary gonarthrosis, bilateral"	6568	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.5"	"M17.5 Other secondary gonarthrosis"	6569	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M17.9"	"M17.9 Gonarthrosis, unspecified"	6570	6563	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.8"	"M19.8 Other specified arthrosis"	6613	6579	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.80"	"M19.80 Other specified arthrosis (Multiple sites)"	6614	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.81"	"M19.81 Other specified arthrosis (Shoulder region)"	6615	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.82"	"M19.82 Other specified arthrosis (Upper arm)"	6616	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.83"	"M19.83 Other specified arthrosis (Forearm)"	6617	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.84"	"M19.84 Other specified arthrosis (Hand)"	6618	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.85"	"M19.85 Other specified arthrosis (Pelvic region and thigh)"	6619	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.86"	"M19.86 Other specified arthrosis (Lower leg)"	6620	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.87"	"M19.87 Other specified arthrosis (Ankle and foot)"	6621	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.88"	"M19.88 Other specified arthrosis (Other)"	6622	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.89"	"M19.89 Other specified arthrosis (Site unspecified)"	6623	6613	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.9"	"M19.9 Arthrosis, unspecified"	6624	6579	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.90"	"M19.90 Arthrosis, unspecified (Multiple sites)"	6625	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.91"	"M19.91 Arthrosis, unspecified (Shoulder region)"	6626	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.92"	"M19.92 Arthrosis, unspecified (Upper arm)"	6627	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.93"	"M19.93 Arthrosis, unspecified (Forearm)"	6628	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.94"	"M19.94 Arthrosis, unspecified (Hand)"	6629	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.95"	"M19.95 Arthrosis, unspecified (Pelvic region and thigh)"	6630	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.96"	"M19.96 Arthrosis, unspecified-Lower leg"	6631	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.97"	"M19.97 Arthrosis, unspecified (Ankle and foot)"	6632	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.98"	"M19.98 Arthrosis, unspecified (Other)"	6633	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M19.99"	"M19.99 Arthrosis, unspecified (Site unspecified)"	6634	6624	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.8"	"M25.8 Other specified joint disorders"	7054	6965	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.80"	"M25.80 Other specified joint disorders (Multiple sites)"	7055	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.81"	"M25.81 Other specified joint disorders (Shoulder region)"	7056	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.82"	"M25.82 Other specified joint disorders (Upper arm)"	7057	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.83"	"M25.83 Other specified joint disorders (Forearm)"	7058	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.84"	"M25.84 Other specified joint disorders (Hand)"	7059	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.85"	"M25.85 Other specified joint disorders (Pelvic region and thigh)"	7060	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.86"	"M25.86 Other specified joint disorders (Lower leg)"	7061	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.87"	"M25.87 Other specified joint disorders (Ankle and foot)"	7062	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.88"	"M25.88 Other specified joint disorders (Other)"	7063	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.89"	"M25.89 Other specified joint disorders (Site unspecified)"	7064	7054	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.9"	"M25.9 Joint disorder, unspecified"	7065	6965	"N"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.90"	"M25.90 Joint disorder, unspecified (Multiple sites)"	7066	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.91"	"M25.91 Joint disorder, unspecified (Shoulder region)"	7067	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.92"	"M25.92 Joint disorder, unspecified (Upper arm)"	7068	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.93"	"M25.93 Joint disorder, unspecified (Forearm)"	7069	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.94"	"M25.94 Joint disorder, unspecified (Hand)"	7070	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.95"	"M25.95 Joint disorder, unspecified (Pelvic region and thigh)"	7071	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.96"	"M25.96 Joint disorder, unspecified (Lower leg)"	7072	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.97"	"M25.97 Joint disorder, unspecified (Ankle and foot)"	7073	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.98"	"M25.98 Joint disorder, unspecified (Other)"	7074	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M25.99"	"M25.99 Joint disorder, unspecified (Site unspecified)"	7075	7065	"Y"	"716"	"Other arthropathies"	"musculoskeletal"	"14"	"rolled up PheWAS code"	"Both"	"1"	"0"
"M13.1"	"M13.1 Monoarthritis, not elsewhere classified"	6501	6489	"N"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.10"	"M13.10 Monoarthritis, not elsewhere classified (Multiple sites)"	6502	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.11"	"M13.11 Monoarthritis, not elsewhere classified (Shoulder region)"	6503	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.12"	"M13.12 Monoarthritis, not elsewhere classified (Upper arm)"	6504	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.13"	"M13.13 Monoarthritis, not elsewhere classified (Forearm)"	6505	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.14"	"M13.14 Monoarthritis, not elsewhere classified (Hand)"	6506	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.15"	"M13.15 Monoarthritis, not elsewhere classified (Pelvic region and thigh)"	6507	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.16"	"M13.16 Monoarthritis, not elsewhere classified (Lower leg)"	6508	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.17"	"M13.17 Monoarthritis, not elsewhere classified (Ankle and foot)"	6509	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.18"	"M13.18 Monoarthritis, not elsewhere classified (Other)"	6510	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M13.19"	"M13.19 Monoarthritis, not elsewhere classified (Site unspecified)"	6511	6501	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M17.9"	"M17.9 Gonarthrosis, unspecified"	6570	6563	"Y"	"716.2"	"Unspecified monoarthritis"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.1"	"M12.1 Kaschin-Beck disease"	6423	6411	"N"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.10"	"M12.10 Kaschin-Beck disease (Multiple sites)"	6424	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.11"	"M12.11 Kaschin-Beck disease (Shoulder region)"	6425	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.12"	"M12.12 Kaschin-Beck disease (Upper arm)"	6426	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.13"	"M12.13 Kaschin-Beck disease (Forearm)"	6427	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.14"	"M12.14 Kaschin-Beck disease (Hand)"	6428	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.15"	"M12.15 Kaschin-Beck disease (Pelvic region and thigh)"	6429	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.16"	"M12.16 Kaschin-Beck disease (Lower leg)"	6430	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.17"	"M12.17 Kaschin-Beck disease (Ankle and foot)"	6431	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.18"	"M12.18 Kaschin-Beck disease (Other)"	6432	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.19"	"M12.19 Kaschin-Beck disease (Site unspecified)"	6433	6423	"Y"	"716.3"	"Kaschin-Beck disease"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.3"	"M12.3 Palindromic rheumatism"	6445	6411	"N"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.30"	"M12.30 Palindromic rheumatism (Multiple sites)"	6446	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.31"	"M12.31 Palindromic rheumatism (Shoulder region)"	6447	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.32"	"M12.32 Palindromic rheumatism (Upper arm)"	6448	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.33"	"M12.33 Palindromic rheumatism (Forearm)"	6449	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.34"	"M12.34 Palindromic rheumatism (Hand)"	6450	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.35"	"M12.35 Palindromic rheumatism (Pelvic region and thigh)"	6451	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.36"	"M12.36 Palindromic rheumatism (Lower leg)"	6452	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.37"	"M12.37 Palindromic rheumatism (Ankle and foot)"	6453	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.38"	"M12.38 Palindromic rheumatism (Other)"	6454	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.39"	"M12.39 Palindromic rheumatism (Site unspecified)"	6455	6445	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.4"	"M12.4 Intermittent hydrarthrosis"	6456	6411	"N"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.40"	"M12.40 Intermittent hydrarthrosis (Multiple sites)"	6457	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.41"	"M12.41 Intermittent hydrarthrosis (Shoulder region)"	6458	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.42"	"M12.42 Intermittent hydrarthrosis (Upper arm)"	6459	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.43"	"M12.43 Intermittent hydrarthrosis (Forearm)"	6460	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.44"	"M12.44 Intermittent hydrarthrosis (Hand)"	6461	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.45"	"M12.45 Intermittent hydrarthrosis (Pelvic region and thigh)"	6462	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.46"	"M12.46 Intermittent hydrarthrosis (Lower leg)"	6463	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.47"	"M12.47 Intermittent hydrarthrosis (Ankle and foot)"	6464	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.48"	"M12.48 Intermittent hydrarthrosis (Other)"	6465	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M12.49"	"M12.49 Intermittent hydrarthrosis (Site unspecified)"	6466	6456	"Y"	"716.8"	"Palindromic rheumatism"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.0"	"M02.0 Arthropathy following intestinal bypass"	5831	5830	"N"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.00"	"M02.00 Arthropathy following intestinal bypass (Multiple sites)"	5832	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.01"	"M02.01 Arthropathy following intestinal bypass (Shoulder region)"	5833	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.02"	"M02.02 Arthropathy following intestinal bypass (Upper arm)"	5834	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.03"	"M02.03 Arthropathy following intestinal bypass (Forearm)"	5835	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.04"	"M02.04 Arthropathy following intestinal bypass (Hand)"	5836	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.05"	"M02.05 Arthropathy following intestinal bypass (Pelvic region and thigh)"	5837	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.06"	"M02.06 Arthropathy following intestinal bypass (Lower leg)"	5838	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.07"	"M02.07 Arthropathy following intestinal bypass (Ankle and foot)"	5839	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.08"	"M02.08 Arthropathy following intestinal bypass (Other)"	5840	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.09"	"M02.09 Arthropathy following intestinal bypass (Site unspecified)"	5841	5831	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.2"	"M02.2 Postimmunisation arthropathy"	5853	5830	"N"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.20"	"M02.20 Postimmunization arthropathy (Multiple sites)"	5854	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.21"	"M02.21 Postimmunization arthropathy (Shoulder region)"	5855	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.22"	"M02.22 Postimmunization arthropathy (Upper arm)"	5856	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.23"	"M02.23 Postimmunization arthropathy (Forearm)"	5857	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.24"	"M02.24 Postimmunization arthropathy (Hand)"	5858	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.25"	"M02.25 Postimmunization arthropathy (Pelvic region and thigh)"	5859	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.26"	"M02.26 Postimmunization arthropathy (Lower leg)"	5860	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.27"	"M02.27 Postimmunization arthropathy (Ankle and foot)"	5861	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.28"	"M02.28 Postimmunization arthropathy (Other)"	5862	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M02.29"	"M02.29 Postimmunization arthropathy (Site unspecified)"	5863	5853	"Y"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
"M17"	"M17 Gonarthrosis [arthrosis of knee]"	6563	153	"N"	"716.9"	"Arthropathy NOS"	"musculoskeletal"	"14"	"original"	"Both"	"1"	"1"
