"phecode"	"description"	"sex"	"rollup"	"leaf"	"groupnum"	"group"	"color"	"phecode_exclude_range"	"phecode_exclude_phenotypes"
"564.9"	"Personal history of diseases of digestive system"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"555-564.99"	" noninfective gastrointestinal disorders"
"565"	"Anal and rectal conditions"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"565.1"	"Anal and rectal polyp"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"567"	"Peritonitis and retroperitoneal infections"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"568"	"Other disorders of peritoneum"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"568.1"	"Peritoneal adhesions (postoperative) (postinfection)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"569"	"Other disorders of intestine"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"569.1"	"Toxic gastroenteritis and colitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"569.2"	"Gastrointestinal complications"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"565-569.99"	" Other gastrointestinal"
"571"	"Chronic liver disease and cirrhosis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"571.5"	"Other chronic nonalcoholic liver disease"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"571.51"	"Cirrhosis of liver without mention of alcohol"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"571.6"	"Primary biliary cirrhosis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"571.8"	"Liver abscess and sequelae of chronic liver disease"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"571.81"	"Portal hypertension"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"572"	"Ascites (non malignant)"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573"	"Other disorders of liver"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.1"	"Chronic passive congestion of liver"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.2"	"Liver replaced by transplant"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.3"	"Hepatomegaly"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.4"	"Acute and subacute necrosis of liver"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.5"	"Jaundice (not of newborn)"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.6"	"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.7"	"Abnormal results of function study of liver"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"573.9"	"Abnormal serum enzyme levels"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"570-573.99"	" Liver disease"
"574"	"Cholelithiasis and cholecystitis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"574.1"	"Cholelithiasis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"574.11"	"Cholelithiasis with acute cholecystitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"574.12"	"Cholelithiasis with other cholecystitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"574.2"	"Calculus of bile duct"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"574.3"	"Cholecystitis without cholelithiasis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575"	"Other biliary tract disease"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.1"	"Cholangitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.2"	"Obstruction of bile duct"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.6"	"Cholesterolosis of gallbladder"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.7"	"Other disorders of gallbladder"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.8"	"Other disorders of biliary tract"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"575.9"	"Nonspecific abnormal findings on radiological and other examination of biliary tract"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"574-576.99"	" Biliary tract disease"
"577"	"Diseases of pancreas"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"577-577.99"	" pancreatic disorders"
"577.1"	"Acute pancreatitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"577-577.99"	" pancreatic disorders"
"577.2"	"Chronic pancreatitis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"577-577.99"	" pancreatic disorders"
"577.3"	"Cyst and pseudocyst of pancreas"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"577-577.99"	" pancreatic disorders"
"578"	"Gastrointestinal hemorrhage"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"578.1"	"Hematemesis"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"578.2"	"Blood in stool"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"578.8"	"Hemorrhage of rectum and anus"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"578.9"	"Hemorrhage of gastrointestinal tract"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"579"	"Other symptoms involving abdomen and pelvis"	"Both"	"1"	"0"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"579.2"	"Splenomegaly"	"Both"	"1"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"579.8"	"Nonspecific abnormal findings in stool contents"	"Both"	"0"	"1"	"10"	"digestive"	"chartreuse4"	"578-579.99"	" Other diseases of digestive system"
"580"	"Nephritis; nephrosis; renal sclerosis"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.1"	"Glomerulonephritis"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.11"	"Proliferative glomerulonephritis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.12"	"Non-proliferative glomerulonephritis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.13"	"Acute glomerulonephritis, NOS"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.14"	"Chronic glomerulonephritis, NOS"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.2"	"Nephrotic syndrome without mention of glomerulonephritis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.3"	"Nephritis and nephropathy without mention of glomerulonephritis"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.31"	"Nephritis and nephropathy in diseases classified elsewhere"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.32"	"Nephritis and nephropathy with pathological lesion"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"580.4"	"Renal sclerosis, NOS"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585"	"Renal failure"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.1"	"Acute renal failure"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.2"	"Renal failure NOS"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.3"	"Chronic renal failure [CKD]"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.31"	"Renal dialysis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.32"	"End stage renal disease"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.33"	"Chronic Kidney Disease, Stage III"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.34"	"Chronic Kidney Disease, Stage IV"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"585.4"	"Chronic kidney disease, Stage I or II"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586"	"Other disorders of the kidney and ureters"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.1"	"Anatomical abnormatilies of kidney and ureters"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.11"	"Small kidney"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.12"	"Vesicoureteral reflux"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.2"	"Cyst of kidney, acquired"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.3"	"Vascular disorders of kidney/hypertrophy"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"586.4"	"Stricture/obstruction of ureter"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"587"	"Kidney replaced by transpant"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"588"	"Disorders resulting from impaired renal function"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"588.1"	"Renal osteodystrophy"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"588.2"	"Secondary hyperparathyroidism (of renal origin)"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"589"	"Abnormal results of function study of kidney"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"580-590.99"	" diseases of kidney and ureters"
"590"	"Pyelonephritis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"591"	"Urinary tract infection"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592"	"Cystitis and urethritis"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.1"	"Cystitis"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.11"	"Acute cystitis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.12"	"Chronic cystitis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.13"	"Chronic interstitial cystitis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.2"	"Urethritis and urethral syndrome"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.21"	"Urethral syndrome"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"592.3"	"Urethral stricture due to infecton"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"593"	"Hematuria"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"593.1"	"Gross hematuria"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"593.2"	"Microscopic hematuria"	"Both"	"0"	"1"	"11"	"genitourinary"	"black"	"590-593.99"	" Urinary tract infections"
"594"	"Urinary calculus"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"594.1"	"Calculus of kidney"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"594.2"	"Calculus of lower urinary tract"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"594.3"	"Calculus of ureter"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"594.8"	"Renal colic"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"595"	"Hydronephrosis"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"594-595.99"	" urinary calculus"
"596"	"Other disorders of bladder"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"596.1"	"Bladder neck obstruction"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"596.5"	"Functional disorders of bladder"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"597"	"Other disorders of urethra and urinary tract"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"597.1"	"Urethral stricture (not specified as infectious)"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"597.2"	"Urinary complications NEC"	"Both"	"0"	"1"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"597.8"	"Urethral hypermobility/ISD"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"595-597.99"	" other diseases of urinary system"
"598"	"Abnormal findings on examination of urine"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"598-598.99"	" Nonspecific findings on examination of urine"
"598.4"	"Other cells and casts in urine"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"598-598.99"	" Nonspecific findings on examination of urine"
"599"	"Other symptoms/disorders or the urinary system"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.1"	"Urinary obstruction"	"Both"	"0"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.2"	"Retention of urine"	"Both"	"0"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.3"	"Dysuria"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.4"	"Urinary incontinence"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.5"	"Frequency of urination and polyuria"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.6"	"Oliguria and anuria"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.7"	"Urethral discharge"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.8"	"Other symptoms involving urinary system"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"599.9"	"Other abnormality of urination"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"599-599.99"	" Other symptoms/disorders or the urinary system"
"600"	"Hyperplasia of prostate"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601"	"Inflammatory diseases of prostate"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.1"	"Prostatitis"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.11"	"Acute prostatitis"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.12"	"Chronic prostatitis"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.3"	"Orchitis and epididymitis"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.4"	"Balanoposthitis"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"601.8"	"Other inflammatory disorders of male genital organs"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"602"	"Other disorders of prostate"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"602.3"	"Dysplasia of prostate"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"185-187.99, 796-796.99, 600-602.99"	" male genital disorders/cancer/neoplasms; elevated psa"
"603"	"Other disorders of testis"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"603.1"	"Hydrocele"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"603.2"	"Spermatocele"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"604"	"Disorders of penis"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"604.1"	"Redundant prepuce and phimosis/BXO"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"604.2"	"Vascular disorders of penis"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"604.3"	"Peyronie's disease"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"605"	"Erectile dysfunction [ED]"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"608"	"Other disorders of male genital organs"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"609"	"Male infertility and abnormal spermatozoa"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"609.1"	"Infertility, male"	"Male"	"1"	"0"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"609.11"	"Azoospermia and oligospermia"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"609.2"	"Abnormal spermatozoa"	"Male"	"1"	"1"	"11"	"genitourinary"	"black"	"600-609.99"	" male genital disorders"
"610"	"Benign mammary dysplasias"	"Female"	"1"	"0"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"610.1"	"Cystic mastopathy"	"Female"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"610.2"	"Fibroadenosis of breast"	"Female"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"610.3"	"Fibrosclerosis of breast"	"Female"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"610.4"	"Benign neoplasm of breast"	"Female"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"610.8"	"Other specified benign mammary dysplasias"	"Female"	"0"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"611"	"Abnormal findings on mammogram or breast exam"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"611.1"	"Abnormal mammogram"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"611.11"	"Mammographic microcalcification"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"611.3"	"Lump or mass in breast"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"612"	"Breast conditions, congenital or relating to hormones"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"612.1"	"Galactorrhea"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"612.2"	"Hypertrophy of breast (Gynecomastia)"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"612.3"	"Congenital anomalies of breast"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"610-613.99"	" nonmalignant breast conditions"
"613"	"Other nonmalignant breast conditions"	"Both"	"1"	"0"	"11"	"genitourinary"	"black"	"613-613.99"	" other nonmalignant breast conditions"
"613.1"	"Inflammatory disease of breast"	"Both"	"1"	"1"	"11"	"genitourinary"	"black"	"613-613.99"	" other nonmalignant breast conditions"
